Packet number,Time
1,0.0
2,0.0954456387355212
3,0.11638122432439099
4,0.19198270903395356
5,0.19603134858050963
6,0.20674440100828756
7,0.2527737425539609
8,0.32113320609988927
9,0.3335240443106189
10,0.4065332353629831
11,0.44399448706820605
12,0.5164086129326253
13,0.5219127492776414
14,0.5382798683592165
15,0.5925182914499618
16,0.6530473594115382
17,0.6547826017345784
18,0.6992683254200645
19,0.7165971513902929
20,0.7199753103089679
21,0.7440539369576327
22,0.7687587272959653
23,0.8419642646090859
24,0.8924902680118341
25,0.9119991810461008
26,0.9694311912079092
27,0.9972038176813571
28,1.0007160505282133
29,1.0102848935254631
30,1.0364853011972637
31,1.1220080996826989
32,1.1728174406901943
33,1.188275629302806
34,1.2385401167079237
35,1.3094504269914917
36,1.3163482499234325
37,1.3209426185715019
38,1.3506120049453787
39,1.4022302179295103
40,1.452856752943923
41,1.4627738427018062
42,1.4894040256130616
43,1.5122361792569556
44,1.5424228424490536
45,1.562172342360999
46,1.5779249150752426
47,1.6454905627088734
48,1.6866723229691352
49,1.7078092165051195
50,1.7821012991090681
51,1.8027677460465892
52,1.8899557155498723
53,1.958590600898646
54,1.976194730349759
55,2.0617151940606626
56,2.157758986559449
57,2.1660014432762464
58,2.1708485821438046
59,2.189062078445693
60,2.2104057091757245
61,2.211623111505124
62,2.2135733468217067
63,2.2701010392317906
64,2.284282471227613
65,2.3004037728703066
66,2.313578933743046
67,2.346769764416791
68,2.3617767687970677
69,2.425051208046201
70,2.460878261213557
71,2.5094652727258953
72,2.520882208996857
73,2.586687129259
74,2.6059132065168686
75,2.6776136240143105
76,2.696409601948456
77,2.720481194366443
78,2.8139757781093735
79,2.889352732551022
80,2.8963747509780102
81,2.901544441119401
82,2.9689729886970735
83,2.975192061931826
84,2.998514410247794
85,3.0961985750199212
86,3.129217616809924
87,3.1915441924427688
88,3.2008864335815854
89,3.241799485382237
90,3.3281016637443837
91,3.3304427931940968
92,3.351120870187125
93,3.359485861256701
94,3.3943156698196346
95,3.4775255491945187
96,3.491108438758458
97,3.5243641083788564
98,3.5443235189408764
99,3.6432793770921066
100,3.6454292033715476
101,3.647058243255734
102,3.6959812174419144
103,3.761850916893536
104,3.7665727814255052
105,3.805119700188146
106,3.890957038296516
107,3.9049651697407266
108,3.906686492616497
109,3.932037818760916
110,3.9616074474206187
111,4.029912279481759
112,4.051344918971401
113,4.076239317247508
114,4.0854859466161555
115,4.097688952799262
116,4.118867203423154
117,4.13337387037727
118,4.16383564899281
119,4.177342298334822
120,4.238951212165656
121,4.262333791830556
122,4.265921143290994
123,4.287668922572683
124,4.300963515925605
125,4.337358709611388
126,4.4054863885069535
127,4.4230812657215175
128,4.437972545337598
129,4.438342384761497
130,4.457088323039523
131,4.47475563736968
132,4.487755366851787
133,4.565326507701367
134,4.580692614959781
135,4.67349758199558
136,4.718093016047676
137,4.727330534045452
138,4.74183157398014
139,4.775766734620708
140,4.8204773189187025
141,4.8512786436502005
142,4.870145025276863
143,4.96804751108528
144,4.977109218945253
145,4.977432165219765
146,5.059600256168578
147,5.070000284444977
148,5.155969680326937
149,5.232151727292179
150,5.248187655889863
151,5.256182776786087
152,5.264200481012028
153,5.267828634258882
154,5.275645542180401
155,5.296746620912951
156,5.376831018994435
157,5.390995554103561
158,5.4165175692620915
159,5.475998150852038
160,5.487929215819979
161,5.489024833154091
162,5.514306211910408
163,5.547600258311319
164,5.6043804661862024
165,5.6065254752819405
166,5.679284599884041
167,5.6875865049278795
168,5.690401478332496
169,5.762678559295504
170,5.784936330824766
171,5.814610650561419
172,5.853839474731713
173,5.855715743110282
174,5.869840916877709
175,5.882863458019686
176,5.9015596726875055
177,5.9267128285364565
178,5.933193176800834
179,6.015628649095832
180,6.071810183712965
181,6.092796054273568
182,6.103236786964044
183,6.125769842018399
184,6.177263741894273
185,6.1910260487480615
186,6.260705359625283
187,6.320574819033802
188,6.396065548350786
189,6.398700174910849
190,6.39980442091085
191,6.40633670791085
192,6.43954122491085
193,6.5177456749108496
194,6.6920206749108475
195,6.9333016749108465
196,6.9680951749108475
197,6.989953474910847
198,7.006649074910848
199,7.0211056749108485
200,7.269400274910848
201,7.530396174910849
202,7.564543174910848
203,7.703358174910849
204,7.920646174910849
205,7.96663017491085
206,8.19903517491085
207,8.252423174910849
208,8.479460174910846
209,8.541348174910848
210,8.569952174910847
211,8.597124174910848
212,8.655788174910848
213,8.659424174910848
214,8.82497817491085
215,8.895076174910848
216,8.919145174910849
217,8.944044174910848
218,8.99145917491085
219,9.000588174910849
220,9.01543017491085
221,9.04672117491085
222,9.124386174910853
223,9.367146174910852
224,9.383662174910853
225,9.72885717491085
226,9.82511117491085
227,9.86868617491085
228,9.943301174910848
229,9.962854174910849
230,10.060781174910849
231,10.070888174910849
232,10.157226174910848
233,10.26465017491085
234,10.38972217491085
235,10.688357174910852
236,10.781377174910851
237,10.936881174910853
238,10.977448174910855
239,11.009141174910855
240,11.111341174910855
241,11.118762174910856
242,11.161739174910855
243,11.239306174910855
244,11.340957174910853
245,11.484020174910853
246,11.586214174910854
247,11.639284174910854
248,11.768733174910851
249,11.857296174910852
250,12.01577017491085
251,12.04771117491085
252,12.26681217491085
253,12.357754174910852
254,12.42563917491085
255,12.618297174910849
256,12.727651174910848
257,13.031721174910848
258,13.19817417491085
259,13.297747174910851
260,13.639791174910851
261,13.84165717491085
262,14.019023174910853
263,14.046505174910854
264,14.050404174910852
265,14.057633174910853
266,14.223678174910853
267,14.224670174910854
268,14.289601174910855
269,14.290712174910855
270,14.299981174910855
271,14.318306174910854
272,14.449755174910853
273,14.556404174910854
274,14.607143174910854
275,14.658920174910854
276,14.732050174910853
277,14.969002174910853
278,15.047738174910853
279,15.130266174910854
280,15.141001174910853
281,15.163866174910854
282,15.361455174910853
283,15.616209174910853
284,15.695358174910854
285,15.786607174910854
286,15.930984174910854
287,15.995776174910853
288,16.064428174910855
289,16.30345617491086
290,16.535280174910863
291,16.61229017491086
292,16.66366017491086
293,16.688370174910858
294,16.70872017491086
295,16.737640174910858
296,16.964410174910856
297,16.974360174910856
298,17.409710174910852
299,17.489940174910856
300,17.497320174910858
301,17.528670174910857
302,17.62379017491086
303,17.70965017491086
304,17.807130174910863
305,17.832130174910862
306,17.900480174910864
307,18.115730174910862
308,18.299800174910857
309,18.810520174910856
310,18.898120174910854
311,18.97608017491085
312,19.224190174910856
313,19.358920174910857
314,19.504130174910856
315,19.580920174910855
316,19.636890174910853
317,19.678850174910856
318,19.699080174910858
319,19.789920174910854
320,19.812950174910856
321,19.837480174910855
322,19.981810174910855
323,20.018910174910854
324,20.098600174910857
325,20.228540174910854
326,20.260420174910855
327,20.283810174910855
328,20.306760174910856
329,20.399670174910856
330,20.515610174910854
331,20.550730174910854
332,20.627250174910856
333,20.71294017491086
334,20.892780174910857
335,20.968220174910858
336,21.113650174910852
337,21.203680174910854
338,21.251600174910852
339,21.57224017491085
340,21.59164017491085
341,21.926370174910847
